Districts,Location,Company Name,Company Type,Machine Type,Product Type,Block Type,Company Category,Company Size,Contact,Website,Map,Status,has_website,has_contact,is_eco,is_operational,modernization_score,size_score,is_high_risk,competitor_tier
Kamareddy,"Kamareddy, Raghavapur, Telangana 503112, India",KRR BRICKS COMPANY,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,,,https://maps.app.goo.gl/XukeihuwyBrSZ9Gj8,Running,False,False,False,True,1,3,True,Tier 3 — Hand Made
Rajanna Sircilla,"Back side of filterbed, Chandragiri, Telangana 505302, India",N.K.M BRICKS FACTORY,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,8897226203,,https://maps.app.goo.gl/nzsNYWdpTdNVbgfA9,Running,False,True,False,True,1,3,True,Tier 3 — Hand Made
Rajanna Sircilla,"Sircilla Rd, Telangana 505302, India",MAHALAXMI AAC BLOCKS,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,,,https://maps.app.goo.gl/t2fEspo12kP8cxus8,Running,False,False,True,True,3,3,False,Tier 1 — Fully Automatic
Rajanna Sircilla,"SH 11, Sircilla, Telangana 505301, India",Rajeshwari cement bricks & works,Manufacturing,Hand Made,Fly Ash Brick,Wall,Fly Ash Brick Plant,Moderate,9347925529,,https://maps.app.goo.gl/R6EV4Khovg4m1M626,Permanently Closed,False,True,True,False,1,2,False,Tier 3 — Hand Made
Rajanna Sircilla,"H.No. 3, 26/A, Karimnagar - Sircilla Rd, opp. Sub Station, Sircilla Rural, Telangana 505301, India",Raja Rajeshwara Cement Bricks Industries,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9490101855,,https://maps.app.goo.gl/CH8tFWFpC4gtLyrMA,Permanently Closed,False,True,True,False,1,1,False,Tier 3 — Hand Made
Rajanna Sircilla,"CR7F+783, Ragudu, Sircilla Rural, Telangana 505301, India",SRI RAMA SAI CEMENT BRICKS,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,,,https://maps.app.goo.gl/vNoE8mkmR6NSgAsv7,Permanently Closed,False,False,True,False,1,1,False,Tier 3 — Hand Made
Karimnagar,"Plot No: 277&278p, Hari Hara Heights, beside Colony Park, Vignanpuri Colony, Sagar Complex, Sripuram, B.N Reddy Nagar, Hyderabad, Telangana 500112, India",Karimnagar Red Brick Suppliers & Manufacturers - Sri Vigneshwara Enterprises,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,9908205490,https://www.karimnagarbrick.in/,https://maps.app.goo.gl/437wvRHcvKeJBkPaA,Running,True,True,False,True,1,3,True,Tier 3 — Hand Made
Karimnagar,"10-91/c, Bommakal Rd, Bommakal, Karimnagar, Telangana 505002, India",Vbc Bricks Bommakal,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Small,9177639999,,https://maps.app.goo.gl/oGMJgH8TKz8ZaDFm8,Running,False,True,False,True,1,1,True,Tier 3 — Hand Made
Karimnagar,"Chinthakunta, Karimnagar, Telangana 505002, India",SRB BRICKS INDUSTRY,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,,,https://maps.app.goo.gl/KhCynfM7kSyD5zXZA,Running,False,False,False,True,1,3,True,Tier 3 — Hand Made
Karimnagar,"C4RR+43G, Kisan Nagar, Karimnagar, Telangana 505001, India",vengamamba bricks company,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,9441214444,,https://maps.app.goo.gl/GK4drjcqU459D49XA,Running,False,True,False,True,1,3,True,Tier 3 — Hand Made
Karimnagar,"veternery polytechnic college Satavahana University, Karimnagar, Telangana 505451, India",CHAND PASHA BRICKS (CHB),Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Small,,,https://maps.app.goo.gl/hHPMrWzeMoTQj5RKA,Running,False,False,False,True,1,1,True,Tier 3 — Hand Made
Karimnagar,"Chinthakunta, Telangana 505002, India",MALLIKARJUNA BRICKS (M R B),Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,6304252107,,https://maps.app.goo.gl/doaPGHP5EtLD2EcV8,Running,False,True,False,True,1,2,True,Tier 3 — Hand Made
Karimnagar,"Theegalagutta Palle, Karimnagar, Telangana 505002, India",Sri Venkateshwara cement Bricks,Manufacturing,Hand Made,Fly Ash Brick,Standard Block,Traditional Clay Factory,Moderate,7013283303,,https://maps.app.goo.gl/5Hp6p3nRM2KKsbwBA,Running,False,True,True,True,1,2,False,Tier 3 — Hand Made
Karimnagar,"Karimnagar, Mogdumpur to Chamanapalli, Road, Nagunoor, Telangana 505186, India",Tirumala Industries,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,"Fly Ash Block, Pavers",Fully Automatic Fly Ash Brick Plant,Large,7416119737,,https://maps.app.goo.gl/9UktuEx1SYZF5yz57,Running,False,True,True,True,3,3,False,Tier 1 — Fully Automatic
Karimnagar,"Velichal, Karimnagar, Telangana 505002, India",NVC BRICKS,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,8019231999,,https://maps.app.goo.gl/hCintBAiTsighixY6,Running,False,True,False,True,1,2,True,Tier 3 — Hand Made
Karimnagar,"Hyderabad - Ramagundam Rd, beside HP petrol bunk, beside highway, Nustulapur, Karimnagar, Telangana 505481, India",Hanuman Bricks & Compound Walls,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,"Fly Ash, Walls",Fly Ash Brick Plant,Moderate,9701576282,,https://maps.app.goo.gl/Jjyby9D4gEGNMicp9,Running,False,True,True,True,2,2,False,Tier 2 — Semi Automatic
Karimnagar,"Shiva Nagar, Karimnagar, Telangana 505001, India",Sapthagiri Bricks & Tiles,Manufacturing,Hand Made,Fly Ash Brick,"Fly Ash Block, Pavers",Fly Ash Brick Plant,Small,9440077667,,https://maps.app.goo.gl/s1fBkHZV59yyLYPdA,Running,False,True,True,True,1,1,False,Tier 3 — Hand Made
Karimnagar,"H-No. 1, Appolo reach hosipital, Theegalaguttapally, 70 Main Road, Karimnagar, Telangana 505002, India",Laxmi Cement Bricks industries,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9849395811,,https://maps.app.goo.gl/pEyzpRQgRDvP4Qev8,Running,False,True,True,True,1,1,False,Tier 3 — Hand Made
Karimnagar,"Kothapalli(Haveli), Telangana 505451, India",As cement bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,8790298091,,https://maps.app.goo.gl/3RxDTEoHNMWuGveJA,Running,False,True,True,True,2,2,False,Tier 2 — Semi Automatic
Karimnagar,"Jaggaiah Pally, Telangana 505469, India",Manikanta Fly Ash/Cement blocks (Bricks),Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9704026285,,https://maps.app.goo.gl/aZEKRb63wTRGRsG28,Running,False,True,True,True,3,3,False,Tier 1 — Fully Automatic
Karimnagar,"4-84, Karimnagar Road, Bornapalle, Huzurabad, Karimnagar, Telangana 505498, India",DECENT CEMENT BRICKS INDUSTRY,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Small,,,https://maps.app.goo.gl/pUDPRrsF2p9JPhAc9,Running,False,False,True,True,3,1,False,Tier 1 — Fully Automatic
Karimnagar,"Cherlabutkur, Telangana 505186, India",NSR BRICKS Karimnagar,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9666699956,,https://maps.app.goo.gl/VpenrHDaHyX6qNnz9,Running,False,True,False,True,1,2,True,Tier 3 — Hand Made
Karimnagar,"G33J+HQ, Kothapalli(Haveli), Telangana 505451, India",MANIKANTA CEMENT BRICKS,Manufacturing,Hand Made,Fly Ash Brick,Wall,Fly Ash Brick Plant,Moderate,7013189215,,https://maps.app.goo.gl/6yN6jCxbjddcsSYc6,Running,False,True,True,True,1,2,False,Tier 3 — Hand Made
Karimnagar,"Velichal, Kishtaraopalli, Telangana 505451, India",Durga cement bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9966849291,,https://maps.app.goo.gl/N44uFP3Zf8HYmTBg6,Running,False,True,True,True,1,2,False,Tier 3 — Hand Made
Karimnagar,"Katnapally, Katnepalle, Telangana 505525, India",Katnapally MBC Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,,,https://maps.app.goo.gl/aJDLNcBE4xbHiu23A,Running,False,False,False,True,1,3,True,Tier 3 — Hand Made
Karimnagar,"Katnapally, Katnepalle, Telangana 505525, India",Anand Rao MBC Bricks Industries,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,,,https://maps.app.goo.gl/a1VD7zSsg8n4jYTD8,Running,False,False,False,True,1,3,True,Tier 3 — Hand Made
Jayashankar Bhupalpally,"Kasimpally, Bhupalpally, Jangedu, Telangana 506169, India",Sri Gopala Krishna Fly Ash Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Small,,,https://maps.app.goo.gl/5dkvSQCjZoJWxGGB7,Running,False,False,False,True,1,1,True,Tier 3 — Hand Made
Jayashankar Bhupalpally,"BHUPALPALLY by pass road, Gorlavedu, BHUPALPALLY, Telangana 506168, India",Sri Venkateswara fly ash bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9948174719,,https://maps.app.goo.gl/wtvYWYMPSzkiSuKu9,Running,False,True,True,True,2,2,False,Tier 2 — Semi Automatic
Jayashankar Bhupalpally,"223E/1 Regonda Jayashankar Bhupalapally, Telangana 506348, India",Sri Laxmi Narasimha Flyash Brick Industry and Cement Works,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9989561042,,https://maps.app.goo.gl/iz3pMVLkdFvBnFsVA,Running,False,True,True,True,3,3,False,Tier 1 — Fully Automatic
Jayashankar Bhupalpally,"near AREA HOSPITAL, opposite HP petrol Pump, Manjoor Nagar, Bhupalpally, Kompalle, Telangana 506170, India",JAI HANUMAN FLY ASH BRICKS & INDUSTRIES,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,8897086979,,https://maps.app.goo.gl/ic9qnYH454wqAtja7,Temporarily Closed,False,True,True,False,1,1,False,Tier 3 — Hand Made
Jayashankar Bhupalpally,"near reliance petrol pump, Bhupalpally, Telangana 506169, India",SRI SADA SHIVA FLYASH BRICKS INDUSTRY,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,,,https://maps.app.goo.gl/oGRBpo1rek7Zw47G8,Temporarily Closed,False,False,True,False,1,3,False,Tier 3 — Hand Made
Jayashankar Bhupalpally,"Vajinepalli (vill), Mahamutharam (mandal),Jayashankar Bhupalapalli, Dist, Kataram, Telangana 505503, India",MANI SAI Bricks Industry,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9391354302,,https://maps.app.goo.gl/DehWx9uTbpYC3fWe6,Running,False,True,True,True,1,2,False,Tier 3 — Hand Made
Jayashankar Bhupalpally,Unknown,JAI HANUMAN FLY ASH BRICKS,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,9989498722,,https://maps.app.goo.gl/8mJzvSRcdF9z9AeA6,Temporarily Closed,False,True,True,False,1,3,False,Tier 3 — Hand Made
Sangareddy,"Chimnapur Thanda, Kandi, Sangareddy, Telangana 502284, India",Rahman sath SMR BRICKS MANUFACTURING,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,,,https://maps.app.goo.gl/9NAmiKwTZry4fdZ78,Running,False,False,False,True,1,3,True,Tier 3 — Hand Made
Sangareddy,"Mohd shap, village, Sangareddy, Telangana 502294, India",KVL Bricks supply,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,,,https://maps.app.goo.gl/rXPzK1KfAPFyNzFx7,Running,False,False,False,True,1,2,True,Tier 3 — Hand Made
Sangareddy,"Malkapur, Telangana 502295, India",SRM BRICKS,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9705559957,,https://maps.app.goo.gl/wynT5Cc33KevX9uC7,Running,False,True,False,True,1,2,True,Tier 3 — Hand Made
Sangareddy,"Md Shapur Thanda, beside IIT Wall, Sangareddy, Telangana 502284, India",VBI Brick Industries,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,9701115809,,https://maps.app.goo.gl/AfGEKFE4aPb5CAqw8,Running,False,True,False,True,1,3,True,Tier 3 — Hand Made
Sangareddy,"Kothlapur Rd, Sangareddy, Telangana 502295, India",YKP&VBC BRICKS,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,,,https://maps.app.goo.gl/9LgH8X4M3LgaDFav9,Running,False,False,False,True,1,2,True,Tier 3 — Hand Made
Sangareddy,"Malkapur, Telangana 502295, India",Mallesham bricks supplies,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,,,https://maps.app.goo.gl/AHJY1GAzULQKi4Kw6,Running,False,False,False,True,1,2,True,Tier 3 — Hand Made
Sangareddy,"Venkatapur, Telangana 502291, India",GMB Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,,,https://maps.app.goo.gl/JeNXMguyBnL9aCYr6,Running,False,False,False,True,1,2,True,Tier 3 — Hand Made
Sangareddy,"Hanumas, Garudadri Heights, Hyderabad, Road No:8c, Bandari Layout, Nizampet, Hyderabad, Telangana 500090, India",Karimnagar Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9849752239,https://karimnagarbricks.com/,https://maps.app.goo.gl/Zs3SYj1HVNaJmiMD7,Running,True,True,False,True,1,2,True,Tier 3 — Hand Made
Sangareddy,"Pati, Patighanpur, Hyderabad, Telangana 502300, India",Goldrock Bricks,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,,https://goldrockbricks.com/,https://maps.app.goo.gl/nDtV7fPVWy1b9NSz6,Running,True,False,True,True,3,3,False,Tier 1 — Fully Automatic
Sangareddy,"J53R+H9, Hyderabad, Telangana 502296, India",Kalki Bricks - Interlocking Bricks,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Interlocking Block,Fully Automatic Fly Ash Brick Plant,Large,9676888368,https://www.interlockingbricks.in/,https://maps.app.goo.gl/oiiU8vcJKainr1DL6,Running,True,True,True,True,3,3,False,Tier 1 — Fully Automatic
Sangareddy,"Mohd.Shapur, Telangana 502296, India",NGR BRICKS,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,9505703339,,https://maps.app.goo.gl/UGrYJzyAdqAksv9g7,Running,False,True,False,True,1,3,True,Tier 3 — Hand Made
Siddipet,"beside Reliance petrol pump, Siddipet, Nancharpally, Telangana 502277, India",Shiva Sai Bricks Siddipet,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,,,https://maps.app.goo.gl/R9YFXVZicRdqGFGJ7,Running,False,False,True,True,3,3,False,Tier 1 — Fully Automatic
Siddipet,"3VV5+8M8, Kushal Nagar, Siddipet, Telangana 502103, India",Kohinoor Cement Bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,,,https://maps.app.goo.gl/dmLYT9GUggaLxjDs9,Running,False,False,True,True,1,1,False,Tier 3 — Hand Made
Siddipet,"SY.NO.607 DUDDEDA, Siddipet, Telangana 502277, India",MTB BRICK INDUSTRIES,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9493697676,,https://maps.app.goo.gl/hDmDkWsP66KY5W7d8,Running,False,True,True,True,3,3,False,Tier 1 — Fully Automatic
Siddipet,"Sy no 118 mangol village, Siddipet, Telangana 502301, India",SSR AAC BLOCKS (SREE SAIRAMA INDUSTRIES),Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,6301993664,,https://maps.app.goo.gl/2Emf8TZyREDQikmH8,Running,False,True,True,True,3,3,False,Tier 1 — Fully Automatic
Siddipet,"Vadaeracolany, Boorgupally, Telangana 502103, India",Gopikrishna Flyash bricks industry,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,9885509294,,https://maps.app.goo.gl/Rc4Hd34utyXYuaFP8,Running,False,True,True,True,1,3,False,Tier 3 — Hand Made
Siddipet,"Siddipet Industrial Park, Mandappally, Nanganoor Mandal, Rajagopalpet, Siddipet, Telangana 502375, India",Inframarket AAC Block Manufacturing Plant - Siddipet,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9606350000,https://infra.market/aac-blocks/?utm_source=Google_Local&utm_medium=organic_local_aac_siddipeth,https://maps.app.goo.gl/cgSaovKP9pgwsGxW7,Running,True,True,True,True,3,3,False,Tier 1 — Fully Automatic
Siddipet,"Mandal, Ramancha Village Chinnakodur, Sircilla-Siddipet Rd, Siddipet, Telangana 502276, India",HANUMAN AAC BLOCKS,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,7277817781,,https://maps.app.goo.gl/pW6BC7frRGtdu7bc7,Running,False,True,True,True,3,3,False,Tier 1 — Fully Automatic
Siddipet,"H.no-8, Siddipet-Husnabad, 92/1/A/1, Siddipet - Hanamkonda Rd, Husnabad, Telangana 505467, India",Sri rama bricks husnabad,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,8688094997,http://www.sriramabricks.com/,https://maps.app.goo.gl/RgBVR7tfeE4TJ2m78,Running,True,True,True,True,1,3,False,Tier 3 — Hand Made
Siddipet,"Siddipet-Husnabad, Mirzapur, Telangana 505466, India",JNK BRICKS INDUSTRY,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,,,https://maps.app.goo.gl/b993fwJXTW5F6P7b7,Running,False,False,True,True,3,3,False,Tier 1 — Fully Automatic
Siddipet,"Velikatta x road near Essar petrol pump Hyderabad, to, Jangaon - Siddipet Rd, Siddipet, Telangana 502277, India",Mother Cement Articles,Manufacturing,Hand Made,Fly Ash Brick,Wall,Fly Ash Brick Plant,Moderate,9160312940,,https://maps.app.goo.gl/98vXhNygp2SvKPxt5,Running,False,True,True,True,1,2,False,Tier 3 — Hand Made
Jangaon,"Sri Bhaktha Markandeya Swamy Temple , Jangaon, Telangana 506167, India",Kistaiah mestri Fly ash Cement bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,,,https://maps.app.goo.gl/mnZoBe6PzrJ8yEvy8,Running,False,False,True,True,2,2,False,Tier 2 — Semi Automatic
Jangaon,"Devarpula - Hanamkonda Rd, near DAYANILAYAM, Pragathi Nagar, Jangaon, Telangana 506167, India",SRI VENKATESHWARA FLY-ASH BRICKS & CEMENT WORKS JANGAON,Manufacturing,Hand Made,Fly Ash Brick,"Pavers, Wall",Fly Ash Brick Plant,Small,9293945718,,https://maps.app.goo.gl/dQQYa6aCZnuPgPYB7,Running,False,True,True,True,1,1,False,Tier 3 — Hand Made
Jangaon,"Shamirpet, Jangaon, Telangana 506175, India",AVA Quality Bricks Suppliers,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9505647560,,https://maps.app.goo.gl/sUSGDcaAsAcmbhie7,Running,False,True,True,True,2,1,False,Tier 2 — Semi Automatic
Jangaon,"H no 5-41 Nagireddypalli NAGIREDDY PALLI, Jangaon, Telangana 506221, India",SHADULLA BABA CEMENT BRICKS,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,9505734562,,https://maps.app.goo.gl/CnmxQXW5dPu5vLZZ9,Running,False,True,True,True,2,3,False,Tier 2 — Semi Automatic
Jangaon,"17, near Bypass, Alair, Telangana 508101, India",Yuvaraj Red Bricks,Manufacturing,Hand Made,Fired Clay Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,,,https://maps.app.goo.gl/jmz1EU61P3im3KRa9,Running,False,False,False,True,1,2,True,Tier 3 — Hand Made
Jangaon,"Banjara road, to, Jangaon - Suryapet Rd, Telangana 506303, India",CRK BRICKS,Manufacturing,Hand Made,Fired Clay Brick,Fly Ash Block,Fly Ash Brick Plant,Small,7569885897,,https://maps.app.goo.gl/YsmKVDvaDy36KXYCA,Running,False,True,False,True,1,1,True,Tier 3 — Hand Made
Jangaon,"54-3, Pendial, Rampur, Hanamkonda, Telangana 506142, India",Jagadamba interlocking bricks warangal,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Interlocking Block,Fully Automatic Fly Ash Brick Plant,Large,7893490117,,https://maps.app.goo.gl/nuidCjkiTXe357eq7,Running,False,True,True,True,3,3,False,Tier 1 — Fully Automatic
Jangaon,"beside Prasad Hospital, near Diesel colony, Kazipet, Telangana 506003, India",NCL AAC BLOCKS & BUILDING MATERIALS,Manufacturing,Hand Made,"Fired Clay Brick, Fly Ash Brick","Standard Block, Fly Ash Block",Fly Ash Brick Plant,Moderate,9505523000,http://www.kakatiyabricks.com/,https://maps.app.goo.gl/b3a4RkAQVBuhYk1P8,Running,True,True,False,True,1,2,False,Tier 3 — Hand Made
Jangaon,"near saibaba temple, Alair, Telangana 508286, India",Sri lakshmi narasimha swaami cement bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9493023595,,https://maps.app.goo.gl/KEVWSTTHxLurXrxM9,Running,False,True,True,True,1,2,False,Tier 3 — Hand Made
Jangaon,"Thelngana gramena, vickas bank, Raghunathapally, Telangana 506244, India",PAVANI CEMENT BRICKS,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,,,https://maps.app.goo.gl/LpFKB6HNBPqpRF749,Running,False,False,True,True,1,1,False,Tier 3 — Hand Made
Jangaon,"warangal High, Aushapur village, old, opposite of teenmar hotel, Hyderabad, Telangana 501301, India",GARUDA FLYASH BRICKS,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,,,https://maps.app.goo.gl/vuKhFtKRTeo5FJTG8,Running,False,False,True,True,1,1,False,Tier 3 — Hand Made
Jangaon,"Hasanparti, Telangana 506006, India",Bilal Bricks Arvapalli,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,,,https://maps.app.goo.gl/ufSjcyN25K5VMdvW7,Running,False,False,True,True,1,1,False,Tier 3 — Hand Made
Jangaon,"road, Komatpalli, Devannapet, Warangal, Telangana 506370, India",SRI VINAYAKA FLY ASH BRICKS,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9502277783,,https://maps.app.goo.gl/TqfdzeSVsTCSodCA6,Running,False,True,True,True,1,1,False,Tier 3 — Hand Made
Jangaon,"Jangaon - Siddipet Rd, Brundavan colony, Jangaon, Telangana 506167, India",Tr bricks& traders,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,,,https://maps.app.goo.gl/pkHyq7nR2VnTpVFH8,Temporarily Closed,False,False,True,False,1,1,False,Tier 3 — Hand Made
Hanumakonda,,KAKATIYA BRICKS,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,,,https://maps.app.goo.gl/W5c4RGYpiaJSDgcn9,Running,False,False,True,True,1,1,False,Tier 3 — Hand Made
Hanumakonda,"Waddepally, Hanamkonda, Telangana 506015, India",Nirmala Brick Industries,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9848228375,,https://maps.app.goo.gl/96mGSKoYMruk1tBm9,Running,False,True,True,True,1,1,False,Tier 3 — Hand Made
Hanumakonda,"Bheemaram, Hanamkonda, Telangana 506009, India",Bhagyalaxmi Cement Work,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,"Fly Ash Block, Wall",Fly Ash Brick Plant,Moderate,,,https://maps.app.goo.gl/DG9bx4znBd2ZZyYL6,Running,False,False,True,True,2,2,False,Tier 2 — Semi Automatic
Hanumakonda,"Filter Bed, the right side Nava Bharath Colony to, near Waddepally, Hanamkonda, Telangana 506370, India",Shantha Industry | Best Fly Ash Bricks in Hanamkonda,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9849424564,http://shanthaindustry.com/,https://maps.app.goo.gl/WvGb17YdusULdc9h9,Running,True,True,True,True,1,2,False,Tier 3 — Hand Made
Hanumakonda,"Husanparthy, Karimnagar Rd, Hanamkonda, Telangana 506001, India",SURYA BRICKS & BUILDING MATERIALS,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9110760271,,https://maps.app.goo.gl/om29mm5CRCgKHutw9,Running,False,True,False,True,1,2,True,Tier 3 — Hand Made
Hanumakonda,"Svy No : 1720/B, Mdl: Inavolu, Vi:kondaparthy, Kondaparthy, Telangana 506003, India",K-LITE AAC BLOCKS,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,7989247420,,https://maps.app.goo.gl/JzXeTcuVovbash356,Running,False,True,True,True,3,3,False,Tier 1 — Fully Automatic
Hanumakonda,"Beside Thalluri Complex, Fort Rd, Warangal, Telangana 506002, India",Manikanta Cement Bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9440596210,,https://maps.app.goo.gl/1ndSpwPvcue718cg8,Running,False,True,True,True,1,1,False,Tier 3 — Hand Made
Hanumakonda,"2GVG+XRP, Bheemaram, Hanamkonda, Chinthagattu, Telangana 506015, India",ECO Interlocking Bricks,Manufacturing,Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,,,https://maps.app.goo.gl/Dfjv7XJn4S2KGLKM9,Running,False,False,True,True,3,1,False,Tier 1 — Fully Automatic
Hanumakonda,"behind enumamula market, Deshaipet, Warangal, Telangana 506006, India",Mnk bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,9849099867,,https://maps.app.goo.gl/EYCDnfeobbSc6fC2A,Running,False,True,False,True,1,3,True,Tier 3 — Hand Made
Hanumakonda,"Main Road, opposite Kundana Wines, Kadipikonda, Kazipet, Telangana 506003, India",Sri Krishna Cement Bricks Industries,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,,,https://maps.app.goo.gl/9wvg3EEpw5VHJgiy9,Running,False,False,True,True,2,2,False,Tier 2 — Semi Automatic
